ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
978-4-002710-24-2	0000050261	2020/04/28	介護保険が危ない！		岩波ブックレット Ｎｏ．１０２４	上野 千鶴子／編 樋口 恵子／編	364.4	ｳ		岩波書店	2020	83 4p	21cm	2020
978-4-562051-56-4	0000050262	2020/05/25	天声人語 ２０１５冬			朝日新聞論説委員室／編 国際編集部／訳	837	ﾃ	2015-冬	原書房	2016	257p	21cm	2020
978-4-562054-99-2	0000050263	2020/05/25	天声人語 ２０１８冬			朝日新聞論説委員室／編 国際発信部／訳	837	ﾃ	2018-冬	原書房	2019	253p	21cm	2020
9784-047295681	0000050264	2020/06/23	明日、地震がやってくる！			世鳥 アスカ／著	916	ｾ		ＫＡＤＯＫＡＷＡ	2014	159p	21cm	2020
978-4-005009-18-3	0000050265	2020/06/25	議会制民主主義の活かし方 未来を選ぶために		岩波ジュニア新書 ９１８	糠塚 康江／著	313.7	ﾇ		岩波書店	2020	232p	18cm	2020
978-4-005009-19-0	0000050266	2020/06/25	繊細すぎてしんどいあなたへ ＨＳＰ相談室		岩波ジュニア新書 ９１９	串崎 真志／著	498.39	ｸ		岩波書店	2020	173p	18cm	2020
978-4-005009-20-6	0000050267	2020/06/29	１０代から考える生き方選び		岩波ジュニア新書 ９２０	竹信 三恵子／著	159.7	ﾀ		岩波書店	2020	180p	18cm	2020
978-4-004318-07-1	0000050268	2020/06/25	陸海の交錯 明朝の興亡		岩波新書　新赤版 １８０７ シリーズ中国の歴史 ４	檀上 寛／著	222.058	ﾀﾞ		岩波書店	2020	229 22p	18cm	2020
978-4-004318-33-0	0000050269	2020/06/29	ドキュメント強権の経済政策 官僚たちのアベノミクス　２		岩波新書　新赤版 １８３３	軽部 謙介／著	332.107	ｶ		岩波書店	2020	259p	18cm	2020
978-4-004318-34-7	0000050270	2020/06/25	マックス・ヴェーバー 主体的人間の悲喜劇		岩波新書　新赤版 １８３４	今野 元／著	289.3	ｺ		岩波書店	2020	242 8p	18cm	2020
978-4-004318-35-4	0000050271	2020/06/25	紫外線の社会史 見えざる光が照らす日本		岩波新書　新赤版 １８３５	金 凡性／著	425.5	ｷ		岩波書店	2020	169 12p	18cm	2020
978-4-004318-36-1	0000050272	2020/06/29	リスクの正体 不安の時代を生き抜くために		岩波新書　新赤版 １８３６	神里 達博／著	301	ｶ		岩波書店	2020	263 3p	18cm	2020
978-4-004390-12-1	0000050273	2020/06/29	岩波新書解説総目録 １９３８−２０１９		岩波新書　新赤版 別冊１２	岩波新書編集部／編	025.9	ｲ		岩波書店	2020	628 88p	18cm	2020
978-4-002710-26-6	0000050274	2020/06/25	どうする！？新型コロナ		岩波ブックレット Ｎｏ．１０２６	岡田 晴恵／著	498.6	ｵ		岩波書店	2020	55p	21cm	2020
978-4-002710-25-9	0000050275	2020/06/25	強制不妊と優生保護法 “公益”に奪われたいのち		岩波ブックレット Ｎｏ．１０２５	藤野 豊／著	498.25	ﾌ		岩波書店	2020	59p	21cm	2020
978-4-002710-27-3	0000050276	2020/06/25	加害者家族を支援する 支援の網の目からこぼれる人々		岩波ブックレット Ｎｏ．１０２７	阿部 恭子／著	368.6	ｱ		岩波書店	2020	71p	21cm	2020
	0000050277	2020/06/30	濃飛の文化財　第５９号			岐阜県文化財保護協会	709.1	ｷﾞ			2019	114p	30cm	2020
978-4-529059-35-0	0000050278	2020/07/10	長く着られる大人服		Ｈｅａｒｔ　Ｗａｒｍｉｎｇ　Ｌｉｆｅ　Ｓｅｒｉｅｓ	香田 あおい／著	593.36	ｺ		日本ヴォーグ社	2019	87p	26cm	2020
978-4-767826-83-7	0000050279	2020/07/10	タカラヅカの解剖図鑑 深く楽しく面白く！夢の世界を徹底探求			中本 千晶／文 牧 彩子／イラスト	775.4	ﾅ		エクスナレッジ	2019	159p	21cm	2020
978-4-860643-04-1	0000050280	2020/07/10	意味がわかる統計学 まずはこの一冊から		ＢＥＲＥＴ　ＳＣＩＥＮＣＥ	石井 俊全／著	417.6	ｲ		ベレ出版	2012	335p	21cm	2020
978-4-022619-43-3	0000050281	2020/07/10	女ぎらい ニッポンのミソジニー		朝日文庫 う５−９	上野 千鶴子／著	367.1	ｳ		朝日新聞出版	2018	389p	15cm	2020
978-4-006002-70-1	0000050282	2020/07/10	生き延びるための思想 Ｃｏｌｌｅｃｔｅｄ　Ｗｏｒｋｓ　ｏｆ　Ｃｈｉｚｕｋｏ　Ｕｅｎｏ 新版		岩波現代文庫 学術 ２７０	上野 千鶴子／著	367.1	ｳ		岩波書店	2012	393p	15cm	2020
978-4-309416-81-6	0000050283	2020/07/10	スカートの下の劇場 ひとはどうしてパンティにこだわるのか		河出文庫 う３−１	上野 千鶴子／著	383.15	ｳ		河出書房新社	2019	229p	15cm	2020
978-4-750516-25-7	0000050284	2020/07/10	足をどかしてくれませんか。 メディアは女たちの声を届けているか			林 香里／編 小島 慶子／著 山本 恵子／著 白河 桃子／著 治部 れんげ／著 浜田 敬子／著 竹下 郁子／著 李 美淑／著 田中 東子／著	361.453	ｱ		亜紀書房	2019	318p	19cm	2020
978-4-344911-94-9	0000050285	2020/07/10	ゼロからの奇跡 ５０歳、独学。不屈の化粧品開発			木下 麻純／著	576.7	ｷ		幻冬舎（発売）	2017	200p	19cm	2020
978-4-105197-02-5	0000050286	2020/07/10	センス・オブ・ワンダー			レイチェル・カーソン／著 上遠 恵子／訳	404	ｶ		新潮社	1996	60p	20cm	2020
978-4-122043-44-2	0000050287	2020/07/10	プチ哲学		中公文庫	佐藤 雅彦／文と絵	159	ｻ		中央公論新社	2004	154p	16cm	2020
978-4-822289-60-7	0000050288	2020/07/10	ＦＡＣＴＦＵＬＮＥＳＳ １０の思い込みを乗り越え、データを基に世界を正しく見る習慣			ハンス・ロスリング／著 オーラ・ロスリング／著 アンナ・ロスリング・ロンランド／著 上杉 周作／訳 関 美和／訳	002.7	ﾛ		日経ＢＰマーケティング（発売）	2019	397p	21cm	2020
978-4-167910-94-5	0000050289	2020/07/10	街場の憂国論		文春文庫 う１９−２４	内田 樹／著	304	ｳ		文芸春秋	2018	413p	16cm	2020
978-4-334035-77-8	0000050290	2020/07/10	街場のメディア論		光文社新書 ４７４	内田 樹／著	361.453	ｳ		光文社	2010	213p	18cm	2020
978-4-101050-08-9	0000050291	2020/07/10	金閣寺 改版		新潮文庫	三島 由紀夫／著	913.6	ﾐ		新潮社	2003	375p	16cm	2020
978-4-810419-93-1	0000050292	2020/07/10	空の上の世界 太陽の一生から宇宙の果ての姿まで		知識の泉 １ Ｎａｔｕｒａｌ　ｈｉｓｔｏｒｙ	永田 佳子／訳	440	ｿ		同朋舎出版	1994	47p	23cm	2020
978-4-122064-45-4	0000050293	2020/07/17	五つの証言		中公文庫 マ１５−１	トーマス・マン／著 渡辺 一夫／訳著	944.7	ﾏ		中央公論新社	2017	217p	16cm	2020
978-4-022619-08-2	0000050294	2020/07/17	直感はわりと正しい 内田樹の大市民講座		朝日文庫 う１５−４	内田 樹／著	304	ｳ		朝日新聞出版	2017	309p	15cm	2020
978-4-022618-18-4	0000050295	2020/07/17	ヒーローを待っていても世界は変わらない		朝日文庫 ゆ１０−１	湯浅 誠／著	364.1	ﾕ		朝日新聞出版	2015	249p	15cm	2020
978-4-166602-51-3	0000050296	2020/07/17	寝ながら学べる構造主義		文春新書 ２５１	内田 樹／著	116.9	ｳ		文芸春秋	2002	207p	18cm	2020
978-4-480689-26-9	0000050297	2020/07/17	たったひとつの「真実」なんてない メディアは何を伝えているのか？		ちくまプリマー新書 ２２１	森 達也／著	361.453	ﾓ		筑摩書房	2014	201p	18cm	2020
978-4-480065-11-7	0000050298	2020/07/17	ドキュメント高校中退 いま、貧困がうまれる場所		ちくま新書 ８０９	青砥 恭／著	376.4	ｱ		筑摩書房	2009	237p	18cm	2020
978-4-167663-14-8	0000050299	2020/07/17	故郷忘じがたく候		文春文庫	司馬 遼太郎／著	913.6	ｼ		文芸春秋	2004	234p	16cm	2020
978-4-101152-01-1	0000050300	2020/07/17	梟の城 改版		新潮文庫	司馬 遼太郎／著	913.6	ｼ		新潮社	2002	659p	16cm	2020
978-4-101152-23-3	0000050301	2020/07/17	果心居士の幻術 改版		新潮文庫 し−９−２３	司馬 遼太郎／著	913.6	ｼ		新潮社	2009	265p	16cm	2020
978-4-062753-20-3	0000050302	2020/07/17	北斗の人 上		講談社文庫 し１−３８	司馬 遼太郎／著	913.6	ｼ	1	講談社	2006	379p	15cm	2020
978-4-062753-58-6	0000050303	2020/07/17	北斗の人 下		講談社文庫 し１−３９	司馬 遼太郎／著	913.6	ｼ	2	講談社	2006	313p	15cm	2020
978-4-488725-01-3	0000050304	2020/07/17	銀河英雄伝説 １ 黎明篇		創元ＳＦ文庫 ＳＦた１−１	田中 芳樹／著	913.6	ﾀ	1	東京創元社	2007	376p	15cm	2020
978-4-488725-02-0	0000050305	2020/07/17	銀河英雄伝説 ２ 野望篇		創元ＳＦ文庫 ＳＦた１−２	田中 芳樹／著	913.6	ﾀ	2	東京創元社	2007	373p	15cm	2020
978-4-488725-03-7	0000050306	2020/07/17	銀河英雄伝説 ３ 雌伏篇		創元ＳＦ文庫 ＳＦた１−３	田中 芳樹／著	913.6	ﾀ	3	東京創元社	2007	344p	15cm	2020
978-4-488725-04-4	0000050307	2020/07/17	銀河英雄伝説 ４ 策謀篇		創元ＳＦ文庫 ＳＦた１−４	田中 芳樹／著	913.6	ﾀ	4	東京創元社	2007	343p	15cm	2020
978-4-488725-05-1	0000050308	2020/07/17	銀河英雄伝説 ５ 風雲篇		創元ＳＦ文庫 ＳＦた１−５	田中 芳樹／著	913.6	ﾀ	5	東京創元社	2007	365p	15cm	2020
978-4-488725-06-8	0000050309	2020/07/17	銀河英雄伝説 ６ 飛翔篇		創元ＳＦ文庫 ＳＦた１−６	田中 芳樹／著	913.6	ﾀ	6	東京創元社	2007	341p	15cm	2020
978-4-488725-07-5	0000050310	2020/07/17	銀河英雄伝説 ７ 怒涛篇		創元ＳＦ文庫 ＳＦた１−７	田中 芳樹／著	913.6	ﾀ	7	東京創元社	2008	346p	15cm	2020
978-4-488725-08-2	0000050311	2020/07/17	銀河英雄伝説 ８ 乱離篇		創元ＳＦ文庫 ＳＦた１−８	田中 芳樹／著	913.6	ﾀ	8	東京創元社	2008	340p	15cm	2020
978-4-488725-09-9	0000050312	2020/07/17	銀河英雄伝説 ９ 回天篇		創元ＳＦ文庫 ＳＦた１−９	田中 芳樹／著	913.6	ﾀ	9	東京創元社	2008	363p	15cm	2020
978-4-488725-10-5	0000050313	2020/07/17	銀河英雄伝説 １０ 落日篇		創元ＳＦ文庫 ＳＦた１−１０	田中 芳樹／著	913.6	ﾀ	10	東京創元社	2008	352p	15cm	2020
978-4-062762-00-7	0000050314	2020/07/17	凍りのくじら		講談社文庫 つ２８−５	辻村 深月／著	913.6	ﾂ		講談社	2008	568p	15cm	2020
978-4-062765-56-5	0000050315	2020/07/17	スロウハイツの神様 上		講談社文庫 つ２８−７	辻村 深月／著	913.6	ﾂ	1	講談社	2010	362p	15cm	2020
978-4-062765-57-2	0000050316	2020/07/17	スロウハイツの神様 下		講談社文庫 つ２８−８	辻村 深月／著	913.6	ﾂ	2	講談社	2010	483p	15cm	2020
978-4-104654-02-4	0000050317	2020/07/17	ノースライト			横山 秀夫／著	913.6	ﾖ		新潮社	2019	429p	20cm	2020
978-4-163910-54-3	0000050318	2020/07/17	夏物語			川上 未映子／著	913.6	ｶ		文芸春秋	2019	545p	20cm	2020
978-4-004318-08-8	0000050319	2020/08/06	「中国」の形成 現代への展望		岩波新書　新赤版 １８０８ シリーズ中国の歴史 ５	岡本 隆司／著	222.06	ｵ		岩波書店	2020	199 19p	18cm	2020
978-4-004318-37-8	0000050320	2020/08/06	ジョージ・オーウェル 「人間らしさ」への讃歌		岩波新書　新赤版 １８３７	川端 康雄／著	930.278	ｶ		岩波書店	2020	265 13p	18cm	2020
978-4-004318-38-5	0000050321	2020/08/06	景観からよむ日本の歴史		岩波新書　新赤版 １８３８	金田 章裕／著	210.1	ｷ		岩波書店	2020	205p	18cm	2020
978-4-004318-39-2	0000050322	2020/08/06	イスラームからヨーロッパをみる 社会の深層で何が起きているのか		岩波新書　新赤版 １８３９	内藤 正典／著	316.83	ﾅ		岩波書店	2020	266 4p	18cm	2020
978-4-005009-21-3	0000050323	2020/08/06	一人で思う、二人で語る、みんなで考える 実践！ロジコミ・メソッド		岩波ジュニア新書 ９２１	追手門学院大学成熟社会研究所／編	375	ｵ		岩波書店	2020	184p	18cm	2020
978-4-005009-22-0	0000050324	2020/08/06	できちゃいました！フツーの学校		岩波ジュニア新書 ９２２	富士晴英とゆかいな仲間たち／著	376.48	ﾌ		岩波書店	2020	202p	18cm	2020
978-4-002710-28-0	0000050325	2020/08/06	明子のピアノ 被爆をこえて奏で継ぐ		岩波ブックレット Ｎｏ．１０２８	中村 真人／著	319.8	ﾅ		岩波書店	2020	71p	21cm	2020
978-4-065204-95-5	0000050326	2020/08/06	５Ｇ 大容量・低遅延・多接続のしくみ		ブルーバックス Ｂ−２１４４	岡嶋 裕史／著	547.5	ｵ		講談社	2020	234p	18cm	2020
978-4-065194-44-7	0000050327	2020/08/06	アスリートの科学 能力を極限まで引き出す秘密		ブルーバックス Ｂ−２１３５	久木留 毅／著	780.1	ｸ		講談社	2020	253p	18cm	2020
978-4-065202-10-4	0000050328	2020/08/06	時間は逆戻りするのか 宇宙から量子まで、可能性のすべて		ブルーバックス Ｂ−２１４３	高水 裕一／著	421.2	ﾀ		講談社	2020	270p	18cm	2020
978-4-065204-96-2	0000050329	2020/08/06	ＬａＴｅＸ超入門 ゼロからはじめる理系の文書作成術		ブルーバックス Ｂ−２１４５	水谷 正大／著	407	ﾐ		講談社	2020	270p	18cm	2020
	0000050330	2020/08/06	THE SENSE OF WONDER	A CELEBRATION OF NATURE FOR PARENTS AND CHILDREN		RACHEL CARSON	404	ｶ		HARPER PERENNIAL	2017	109p	19cm	2020
978-4-488725-11-2	0000050331	2020/08/18	銀河英雄伝説外伝 １ 星を砕く者		創元ＳＦ文庫 ＳＦた１−１１	田中 芳樹／著	913.6	ﾀ	1	東京創元社	2008	303p	15cm	2020
978-4-488725-12-9	0000050332	2020/08/18	銀河英雄伝説外伝 ２ ユリアンのイゼルローン日記		創元ＳＦ文庫 ＳＦた１−１２	田中 芳樹／著	913.6	ﾀ	2	東京創元社	2008	303p	15cm	2020
978-4-488725-13-6	0000050333	2020/08/18	銀河英雄伝説外伝 ３ 千億の星、千億の光		創元ＳＦ文庫 ＳＦた１−１３	田中 芳樹／著	913.6	ﾀ	3	東京創元社	2009	297p	15cm	2020
978-4-488725-14-3	0000050334	2020/08/18	銀河英雄伝説外伝 ４ 螺旋迷宮		創元ＳＦ文庫 ＳＦた１−１４	田中 芳樹／著	913.6	ﾀ	4	東京創元社	2009	280p	15cm	2020
978-4-488725-15-0	0000050335	2020/08/18	銀河英雄伝説外伝 ５ 黄金の翼		創元ＳＦ文庫 ＳＦた１−１５	田中 芳樹／著	913.6	ﾀ	5	東京創元社	2009	344p	15cm	2020
978-4-591137-28-4	0000050336	2020/08/18	風にもまけず粗茶一服		ポプラ文庫ピュアフル Ｐま−１−４	松村 栄子／著	913.6	ﾏ		ポプラ社	2014	404p	15cm	2020
978-4-591166-67-3	0000050337	2020/08/18	花のお江戸で粗茶一服		ポプラ文庫ピュアフル Ｐま−１−５	松村 栄子／著	913.6	ﾏ		ポプラ社	2020	493p	15cm	2020
978-4-022645-30-2	0000050338	2020/08/18	相棒 ｓｅａｓｏｎ５下		朝日文庫 い６８−１０	輿水 泰弘／ほか脚本 碇 卯人／ノベライズ	913.6	ｺ	5下	朝日新聞出版	2009	461p	15cm	2020
978-4-022645-33-3	0000050339	2020/08/18	相棒 ｓｅａｓｏｎ６上		朝日文庫 い６８−１１	輿水 泰弘／ほか脚本 碇 卯人／ノベライズ	913.6	ｺ	6上	朝日新聞出版	2010	420p	15cm	2020
978-4-022645-38-8	0000050340	2020/08/18	相棒 ｓｅａｓｏｎ６下		朝日文庫 い６８−１２	輿水 泰弘／ほか脚本 碇 卯人／ノベライズ	913.6	ｺ	6下	朝日新聞出版	2010	485p	15cm	2020
978-4-040686-62-2	0000050341	2020/08/18	ゴーストハント ７ 扉を開けて		幽ＢＯＯＫＳ	小野 不由美／著	913.6	ｵ	7	ＫＡＤＯＫＡＷＡ	2011	455p	19cm	2020
978-4-101050-01-0	0000050342	2020/08/18	仮面の告白 改版		新潮文庫	三島 由紀夫／著	913.6	ﾐ		新潮社	2003	281p	16cm	2020
978-4-101050-35-5	0000050343	2020/08/18	鹿鳴館		新潮文庫	三島 由紀夫／著	912.6	ﾐ		新潮社	1984	365p	16cm	2020
978-4-087453-21-8	0000050344	2020/08/18	ロケットスカイ		集英社文庫 か６１−６ インディゴの夜 〔６〕	加藤 実秋／著	913.6	ｶ		集英社	2015	270p	16cm	2020
978-4-087451-05-4	0000050345	2020/08/18	ホワイトクロウ		集英社文庫 か６１−３ インディゴの夜 〔３〕	加藤 実秋／著	913.6	ｶ		集英社	2013	289p	16cm	2020
978-4-003107-02-7	0000050346	2020/08/18	地獄変・邪宗門・好色・薮の中 他七篇 改版		岩波文庫	芥川 竜之介／作	913.6	ｱ		岩波書店	1980	243p	15cm	2020
978-4-101025-02-5	0000050347	2020/08/18	地獄変・偸盗 改版		新潮文庫 あ−１−２	芥川 竜之介／著	913.6	ｱ		新潮社	2011	248p	16cm	2020
978-4-101025-04-9	0000050348	2020/08/18	奉教人の死 改版		新潮文庫 あ−１−４	芥川 竜之介／著	913.6	ｱ		新潮社	2013	240p	16cm	2020
